date,sku_id,store_id,supplier_id,is_true_baseline,units_sold,promo_flag,stock_out_flag,stock_on_hand,lead_time_days,effective_price,price_index,promo_intensity,lag_units_7,lag_units_28,roll_mean_28d,lt_rolling_mean_30d,lt_rolling_std_30d,supplier_cv,stock_cover_days,required_safety_stock,safety_stock_gap,under_buffered_flag
2021-08-07,SKU0001,STORE0001,S043,1,266,0,0,299,7,6.24,1.0,0.0,229.0,247.0,177.07142857142858,5.25,1.7525491637693282,0.3082406769329207,1.892393086119708,502.5346525898202,-203.5346525898202,1
2021-08-08,SKU0001,STORE0001,S043,1,224,0,0,423,3,6.24,1.0,0.0,204.0,165.0,177.75,5.444444444444445,1.740051084818425,0.3082406769329207,2.590535316056682,516.5703416590117,-93.57034165901166,1
2021-08-13,SKU0001,STORE0001,S001,1,153,0,0,271,7,6.24,1.0,0.0,89.0,212.0,172.75,7.6,2.073644135332772,0.3097174709269413,1.6144584670559408,630.7854279889993,-359.78542798899934,1
2021-08-14,SKU0001,STORE0001,S019,1,206,0,0,430,9,6.24,1.0,0.0,266.0,188.0,170.64285714285714,7.0,2.345207879911715,0.3086162017218525,2.429364805848554,728.616361960577,-298.616361960577,1
2021-08-15,SKU0001,STORE0001,S023,1,163,0,0,239,6,6.24,1.0,0.0,224.0,210.0,171.28571428571428,6.8,1.3038404810405295,0.3074041161280592,1.4189907269422488,438.1119341545483,-199.1119341545483,1
2021-08-22,SKU0001,STORE0001,S027,1,148,0,0,222,10,6.24,1.0,0.0,163.0,132.0,185.5,5.8,1.3038404810405295,0.307628289113354,0.9238962739156258,604.0700189091474,-382.0700189091474,1
2021-08-23,SKU0001,STORE0001,S028,0,11,0,1,277,9,6.24,1.0,0.0,216.0,217.0,186.07142857142856,6.428571428571429,2.370453040886408,0.3083420165975531,1.1631624822211304,987.363540820696,-710.3635408206959,1
2021-08-24,SKU0001,STORE0001,S037,0,335,1,0,96,7,4.367999999999999,0.6999999999999998,0.3,396.0,239.0,178.71428571428572,6.571428571428571,1.1338934190276817,0.3084542729455699,0.4596421220965426,530.1513694031898,-434.15136940318985,1
2021-08-26,SKU0001,STORE0001,S020,0,458,1,0,414,7,5.304,0.85,0.15,141.0,124.0,181.3571428571429,6.166666666666667,3.4302575219167832,0.3082092919427658,2.408963538865526,1039.9703638160304,-625.9703638160304,1
2021-08-28,SKU0001,STORE0001,S059,0,345,1,0,440,7,5.6160000000000005,0.9,0.1,386.0,229.0,196.1071428571429,6.5,1.97484176581315,0.3073502992299263,1.8734713416670363,878.5642980346043,-438.5642980346043,1
2021-08-31,SKU0001,STORE0001,S014,1,117,0,0,325,5,6.24,1.0,0.0,335.0,124.0,204.0,6.285714285714286,1.4960264830861911,0.3103407898821775,1.1769227943820173,813.4027548700724,-488.4027548700724,1
2021-09-05,SKU0001,STORE0001,S050,1,116,0,0,321,6,6.24,1.0,0.0,206.0,224.0,204.92857142857144,5.833333333333333,1.1690451944500122,0.3116418514693667,1.763726572930918,542.3142642365626,-221.31426423656265,1
2021-09-06,SKU0001,STORE0001,S036,1,90,0,0,214,3,6.24,1.0,0.0,283.0,101.0,201.07142857142856,5.6,1.140175425099138,0.304556316101683,1.2651952226633796,518.9457807522324,-304.9457807522324,1
2021-09-09,SKU0001,STORE0001,S048,1,102,0,0,369,7,6.24,1.0,0.0,128.0,175.0,193.03571428571428,7.0,1.8516401995451028,0.3102185270687608,3.2206701437768,601.5380950359825,-232.53809503598245,1
2021-09-10,SKU0001,STORE0001,S050,1,109,0,0,335,4,6.24,1.0,0.0,168.0,153.0,190.42857142857144,5.857142857142857,1.0690449676496976,0.3116418514693667,3.0218799572684265,493.0265023667157,-158.02650236671565,1
2021-09-11,SKU0001,STORE0001,S051,1,166,0,0,416,10,6.24,1.0,0.0,194.0,206.0,188.8571428571429,6.8,0.8366600265340757,0.3096633370683461,4.061327155801826,511.2186918461187,-95.21869184611876,1
2021-09-17,SKU0001,STORE0001,S037,0,133,1,0,253,6,5.6160000000000005,0.9,0.1,109.0,92.0,168.64285714285714,6.625,1.060660171779821,0.3084542729455699,1.8583284278079804,506.6712865463604,-253.6712865463604,1
2021-09-19,SKU0001,STORE0001,S043,1,114,0,0,201,12,6.24,1.0,0.0,145.0,148.0,162.64285714285714,5.2,1.8135294011647256,0.3082406769329207,1.4240789791975157,554.650700051868,-353.65070005186794,1
2021-09-22,SKU0001,STORE0001,S028,0,192,1,0,323,8,5.6160000000000005,0.9,0.1,127.0,90.0,159.25,6.75,2.3754698783308417,0.3083420165975531,2.36257415045031,648.7392181911748,-325.7392181911748,1
2021-09-23,SKU0001,STORE0001,S023,0,1,0,1,303,8,6.24,1.0,0.0,121.0,458.0,162.89285714285714,6.666666666666667,1.2110601416389966,0.3074041161280592,2.0753282511763618,463.0694569160995,-160.0694569160995,1
2021-09-24,SKU0001,STORE0001,S059,1,53,0,0,229,5,6.24,1.0,0.0,133.0,216.0,146.57142857142858,6.571428571428571,1.8126539343499315,0.3073502992299263,1.777148070912975,480.3325458639381,-251.33254586393804,1
2021-09-25,SKU0001,STORE0001,S006,1,125,0,0,375,5,6.24,1.0,0.0,177.0,345.0,140.75,5.4,1.140175425099138,0.3102734775273436,3.1934034625009273,343.4654846641978,31.53451533580221,0
2021-09-26,SKU0001,STORE0001,S036,1,165,0,0,173,8,6.24,1.0,0.0,114.0,206.0,132.89285714285714,5.166666666666667,1.4719601443879742,0.304556316101683,1.5727129753365878,339.18314237653476,-166.18314237653476,1
2021-09-28,SKU0001,STORE0001,S029,1,85,0,0,150,8,6.24,1.0,0.0,141.0,117.0,124.96428571428572,6.6,2.302172886644268,0.3115503492149712,1.3478697880763586,464.84653553015534,-314.84653553015534,1
2021-10-02,SKU0001,STORE0001,S020,1,105,0,0,266,7,6.24,1.0,0.0,125.0,194.0,122.82142857142856,6.285714285714286,3.147183169877773,0.3082092919427658,2.017319478617172,715.3046489530857,-449.3046489530857,1
2021-10-03,SKU0001,STORE0001,S048,1,127,0,0,262,8,6.24,1.0,0.0,165.0,116.0,119.64285714285714,7.0,1.7320508075688772,0.3102185270687608,2.030992007813893,424.33132691329786,-162.33132691329786,1
2021-10-04,SKU0001,STORE0001,S029,1,80,0,0,410,7,6.24,1.0,0.0,102.0,90.0,120.03571428571428,6.833333333333333,2.136976056643281,0.3115503492149712,3.317892225149623,482.6621100090108,-72.6621100090108,1
2021-10-05,SKU0001,STORE0001,S029,1,92,0,0,178,6,6.24,1.0,0.0,85.0,37.0,119.67857142857144,6.857142857142857,1.9518001458970664,0.3115503492149712,1.4780422938362314,440.6420253994223,-262.6420253994223,1
2021-10-06,SKU0001,STORE0001,S006,1,118,0,0,475,6,6.24,1.0,0.0,145.0,69.0,121.64285714285714,5.333333333333333,1.0327955589886446,0.3102734775273436,3.911732491614775,271.1517999093947,203.8482000906053,0
2021-10-14,SKU0001,STORE0001,S029,1,62,0,0,313,9,6.24,1.0,0.0,77.0,121.0,118.82142857142856,6.75,1.8322507626258089,0.3115503492149712,2.718338674478013,411.88116764705296,-98.88116764705296,1
2021-10-19,SKU0001,STORE0001,S023,1,97,0,0,326,6,6.24,1.0,0.0,123.0,141.0,113.28571428571428,6.857142857142857,1.2149857925879115,0.3074041161280592,2.975201008595749,319.07693238903846,6.923067610961539,0
2021-10-21,SKU0001,STORE0001,S039,1,122,0,0,202,6,6.24,1.0,0.0,62.0,1.0,109.42857142857144,6.666666666666667,1.0327955589886444,0.3090501345727116,1.8629604206548815,285.61431590739176,-83.61431590739176,1
2021-10-23,SKU0001,STORE0001,S026,1,136,0,0,238,8,6.24,1.0,0.0,190.0,125.0,114.85714285714286,6.833333333333333,1.4719601443879746,0.3104833780269682,2.1061760515393666,337.0935590008232,-99.09355900082318,1
2021-10-24,SKU0001,STORE0001,S033,1,186,0,0,392,4,6.24,1.0,0.0,66.0,165.0,115.25,6.8,1.4832396974191326,0.3108705289145506,3.723166808456365,323.65281839564193,68.34718160435807,0
2021-10-27,SKU0001,STORE0001,S014,1,125,0,0,308,6,6.24,1.0,0.0,128.0,145.0,118.03571428571428,6.125,1.457737973711325,0.3103407898821775,2.3955369236017052,362.01683298791926,-54.01683298791926,1
2021-10-28,SKU0001,STORE0001,S033,0,223,1,0,321,7,4.992000000000001,0.8000000000000002,0.2,122.0,70.0,117.32142857142856,6.333333333333333,1.7511900715418265,0.3108705289145506,2.504997173935098,416.2682971631069,-95.26829716310692,1
2021-10-30,SKU0001,STORE0001,S026,1,109,0,0,429,9,6.24,1.0,0.0,136.0,105.0,116.5,7.0,1.4142135623730951,0.3104833780269682,3.099048820080763,379.7908766452841,49.20912335471593,0
2021-11-01,SKU0001,STORE0001,S048,1,79,0,0,318,7,6.24,1.0,0.0,129.0,80.0,112.60714285714286,7.1,1.66332999331662,0.3102185270687608,2.8908828101562714,372.4193755708683,-54.41937557086828,1
2021-11-04,SKU0001,STORE0001,S010,1,132,0,0,224,7,6.24,1.0,0.0,223.0,77.0,113.5,5.833333333333333,2.3166067138525404,0.3081380225224308,2.1899227242191763,438.0018499045882,-214.0018499045882,1
2021-11-05,SKU0001,STORE0001,S016,0,150,1,0,371,9,4.992000000000001,0.8000000000000002,0.2,55.0,127.0,115.46428571428572,6.2,1.3038404810405295,0.3096568195019532,4.155153462281222,278.6442017048043,92.35579829519573,0
2021-11-06,SKU0001,STORE0001,S003,1,71,0,0,366,5,6.24,1.0,0.0,109.0,235.0,116.28571428571428,8.0,0.0,0.3112102997232034,3.5582987387622618,231.1182010512004,134.8817989487996,0
2021-11-07,SKU0001,STORE0001,S033,1,98,0,0,333,8,6.24,1.0,0.0,14.0,53.0,110.42857142857144,6.428571428571429,1.618347187425374,0.3108705289145506,3.417853482442262,319.6534199600069,13.346580039993114,0
2021-11-09,SKU0001,STORE0001,S037,1,72,0,0,64,10,6.24,1.0,0.0,108.0,123.0,113.0,6.555555555555555,1.0137937550497031,0.3084542729455699,0.5635170507932634,261.7224169697761,-197.72241696977608,1
2021-11-13,SKU0001,STORE0001,S044,1,126,0,0,236,7,6.24,1.0,0.0,71.0,190.0,116.92857142857144,6.333333333333333,2.065591117977289,0.3084681754509043,2.0805861913056183,428.4718861554673,-192.4718861554673,1
2021-11-14,SKU0001,STORE0001,S025,1,135,0,0,221,8,6.24,1.0,0.0,98.0,66.0,114.64285714285714,7.2,3.1144823004794873,0.3052289813924146,1.822128675028592,650.658049228249,-429.65804922824896,1
2021-11-16,SKU0001,STORE0001,S026,1,73,0,0,381,4,6.24,1.0,0.0,72.0,97.0,119.75,7.25,1.48804761828569,0.3104833780269682,2.7897285270923744,385.30245504763866,-4.302455047638659,1
2021-11-18,SKU0001,STORE0001,S039,0,188,1,0,140,7,5.6160000000000005,0.9,0.1,138.0,122.0,119.32142857142856,6.571428571428571,0.9759000729485332,0.3090501345727116,1.0745531558420056,279.262080604418,-139.26208060441795,1
2021-11-23,SKU0001,STORE0001,S015,1,99,0,0,232,7,6.24,1.0,0.0,73.0,115.0,127.21428571428572,5.8,2.588435821108957,0.3079336690316962,1.4885330708235602,703.7990826312472,-471.7990826312472,1
2021-11-24,SKU0001,STORE0001,S020,1,132,0,0,199,8,6.24,1.0,0.0,140.0,125.0,126.64285714285714,6.375,2.924648941081891,0.3082092919427658,1.2470826055700637,806.7143362524516,-607.7143362524516,1
2021-11-25,SKU0001,STORE0001,S050,0,220,1,0,386,9,4.992000000000001,0.8000000000000002,0.2,188.0,223.0,126.89285714285714,5.625,1.1877349391654208,0.3116418514693667,2.436413836882905,383.9759154865019,2.02408451349811,0
2021-11-27,SKU0001,STORE0001,S015,1,151,0,0,307,4,6.24,1.0,0.0,321.0,109.0,129.42857142857142,6.0,2.3664319132398464,0.3079336690316962,1.878485009270048,676.8071637158865,-369.8071637158866,1
2021-11-28,SKU0001,STORE0001,S023,1,85,0,0,328,5,6.24,1.0,0.0,107.0,14.0,130.92857142857142,6.75,1.164964745021435,0.3074041161280592,2.3572725863366486,358.81239727423343,-30.812397274233433,1
2021-12-01,SKU0001,STORE0001,S026,1,85,0,0,211,9,6.24,1.0,0.0,132.0,128.0,137.46428571428572,6.888888888888889,1.763834207376394,0.3104833780269682,1.45373014162304,475.9119017571709,-264.9119017571709,1
2021-12-02,SKU0001,STORE0001,S039,1,118,0,0,168,5,6.24,1.0,0.0,220.0,132.0,135.92857142857142,6.625,0.9161253813129042,0.3090501345727116,1.2136135239477115,302.88363962434397,-134.88363962434397,1
2021-12-07,SKU0001,STORE0001,S053,1,82,0,0,304,10,6.24,1.0,0.0,135.0,72.0,138.78571428571428,5.6,2.073644135332772,0.3087142855453137,2.4772789977264447,473.7404927285404,-169.7404927285404,1
2021-12-09,SKU0001,STORE0001,S044,1,103,0,0,200,8,6.24,1.0,0.0,118.0,138.0,138.82142857142858,6.428571428571429,1.9023794624226835,0.3084681754509043,1.5607459027633006,464.5054597772786,-264.50545977727853,1
2021-12-10,SKU0001,STORE0001,S023,0,35,0,1,194,5,6.24,1.0,0.0,152.0,122.0,137.57142857142858,6.555555555555555,1.2360330811826103,0.3074041161280592,1.5396703200768247,349.13440823446143,-155.13440823446143,1
2021-12-11,SKU0001,STORE0001,S025,0,289,1,0,326,5,4.992000000000001,0.8000000000000002,0.2,235.0,126.0,134.46428571428572,7.333333333333333,2.804757862395017,0.3052289813924146,2.98297924071283,570.6835057431783,-244.68350574317833,1
2021-12-12,SKU0001,STORE0001,S003,1,112,0,0,260,7,6.24,1.0,0.0,82.0,135.0,140.28571428571428,7.5,1.224744871391589,0.3112102997232034,2.2222032290322304,380.35225473049513,-120.35225473049512,1
2021-12-13,SKU0001,STORE0001,S053,1,48,0,0,342,10,6.24,1.0,0.0,52.0,178.0,139.46428571428572,6.333333333333333,2.581988897471611,0.3087142855453137,2.819764736922074,585.1743702749641,-243.17437027496408,1
2021-12-14,SKU0001,STORE0001,S016,1,118,0,0,352,7,6.24,1.0,0.0,82.0,73.0,134.82142857142858,6.666666666666667,1.632993161855452,0.3096568195019532,2.915952175544108,435.225028360952,-83.22502836095197,1
2021-12-15,SKU0001,STORE0001,S033,1,129,0,0,464,7,6.24,1.0,0.0,176.0,140.0,136.42857142857142,6.625,1.5979898086569353,0.3108705289145506,3.6866903441175833,436.82360138251863,27.176398617481368,0
2021-12-16,SKU0001,STORE0001,S029,0,168,1,0,200,5,5.304,0.85,0.15,103.0,188.0,136.03571428571428,7.0,1.8708286933869709,0.3115503492149712,1.6786429850109172,469.6261648083709,-269.62616480837085,1
2021-12-18,SKU0001,STORE0001,S001,1,95,0,0,242,6,6.24,1.0,0.0,289.0,321.0,133.89285714285714,7.5,1.8708286933869704,0.3097174709269413,1.7831447557754836,517.0439594722926,-275.0439594722926,1
2021-12-19,SKU0001,STORE0001,S034,1,99,0,0,341,7,6.24,1.0,0.0,112.0,107.0,125.82142857142856,7.4,1.8165902124584952,0.3083804457553219,3.157378172424329,411.1487459299397,-70.14874592993965,1
2021-12-21,SKU0001,STORE0001,S003,1,135,0,0,331,5,6.24,1.0,0.0,118.0,99.0,123.5,7.428571428571429,1.1338934190276817,0.3112102997232034,2.993512978564793,330.1810993196169,0.8189006803830807,0
2021-12-22,SKU0001,STORE0001,S014,1,44,0,0,316,8,6.24,1.0,0.0,129.0,132.0,124.78571428571428,6.111111111111111,1.3642254619787415,0.3103407898821775,2.7964354297749576,344.7625382219528,-28.76253822195281,1
2021-12-23,SKU0001,STORE0001,S022,1,119,0,0,288,4,6.24,1.0,0.0,168.0,220.0,121.64285714285714,6.4,2.073644135332772,0.3087605458518112,2.8554957670391365,424.0344839092898,-136.0344839092898,1
2021-12-25,SKU0001,STORE0001,S020,1,101,0,0,231,4,6.24,1.0,0.0,95.0,151.0,118.53571428571428,6.555555555555555,2.7888667551135855,0.3082092919427658,2.264683679571769,525.5470876140437,-294.5470876140437,1
2021-12-26,SKU0001,STORE0001,S027,1,152,0,0,299,4,6.24,1.0,0.0,99.0,85.0,116.75,6.5,2.073644135332772,0.307628289113354,2.906916182759334,422.760275064006,-123.760275064006,1
2021-12-27,SKU0001,STORE0001,S040,1,107,0,0,218,12,6.24,1.0,0.0,79.0,164.0,119.14285714285714,8.4,1.1401754250991378,0.3095310466806659,1.9741089019892444,337.83975162880466,-119.83975162880466,1
2021-12-28,SKU0001,STORE0001,S019,1,148,0,0,339,5,6.24,1.0,0.0,135.0,135.0,117.10714285714286,7.333333333333333,2.250925735484551,0.3086162017218525,2.9625209267834114,491.03575926964777,-152.03575926964777,1
2021-12-29,SKU0001,STORE0001,S025,1,146,0,0,205,5,6.24,1.0,0.0,44.0,85.0,117.57142857142856,7.0,2.70801280154532,0.3052289813924146,1.7628841029622593,572.8580909919717,-367.8580909919717,1
2021-12-30,SKU0001,STORE0001,S028,1,53,0,0,228,6,6.24,1.0,0.0,119.0,118.0,119.75,6.888888888888889,2.2607766610417563,0.3083420165975531,1.7423447637408884,543.3926451870219,-315.3926451870219,1
2021-12-31,SKU0001,STORE0001,S001,1,191,0,0,355,9,6.24,1.0,0.0,143.0,152.0,117.42857142857144,7.285714285714286,1.7994708216848745,0.3097174709269413,2.9235053358384104,439.8081336411478,-84.80813364114778,1
2022-01-02,SKU0001,STORE0001,S020,0,326,1,0,283,9,5.304,0.85,0.15,152.0,82.0,117.35714285714286,6.3,2.7507574714370344,0.3082092919427658,1.9989767983475393,682.1753709678342,-399.17537096783417,1
2022-01-05,SKU0001,STORE0001,S004,0,149,1,0,396,12,4.367999999999999,0.6999999999999998,0.3,146.0,176.0,129.64285714285714,6.2,1.4832396974191326,0.3096189678597921,2.4230620966480103,481.8116356576521,-85.81163565765212,1
2022-01-06,SKU0001,STORE0001,S014,1,91,0,0,325,9,6.24,1.0,0.0,53.0,103.0,128.67857142857142,6.3,1.4181364924121764,0.3103407898821775,1.9834229433647743,468.18346748990126,-143.18346748990126,1
2022-01-07,SKU0001,STORE0001,S031,0,175,1,0,398,3,5.304,0.85,0.15,191.0,35.0,128.25,5.2,2.7748873851023217,0.3111676780723122,2.3510409643149788,812.858406049734,-414.8584060497339,1
2022-01-08,SKU0001,STORE0001,S026,1,159,0,0,266,5,6.24,1.0,0.0,194.0,289.0,133.25,7.1,1.7919573407620817,0.3104833780269682,1.592804833503991,566.169865981786,-300.16986598178596,1
2022-01-09,SKU0001,STORE0001,S017,1,78,0,0,436,7,6.24,1.0,0.0,326.0,112.0,128.60714285714286,5.8,2.9495762407505253,0.3056916624951722,2.6913414114727687,818.6221343521017,-382.62213435210174,1
2022-01-10,SKU0001,STORE0001,S029,1,122,0,0,306,7,6.24,1.0,0.0,105.0,48.0,127.39285714285714,6.8,1.8737959096740264,0.3115503492149712,2.4175881228929343,459.9762347990731,-153.9762347990731,1
2022-01-11,SKU0001,STORE0001,S018,0,182,1,0,228,8,4.367999999999999,0.6999999999999998,0.3,129.0,118.0,130.03571428571428,6.2,1.4832396974191326,0.3110723409070097,1.767428159471632,385.8885836688519,-157.88858366885188,1
2022-01-13,SKU0001,STORE0001,S028,1,137,0,0,326,9,6.24,1.0,0.0,91.0,168.0,131.39285714285714,6.8,2.14993539954628,0.3083420165975531,2.507673017899862,518.5466400821398,-192.5466400821398,1
2022-01-14,SKU0001,STORE0001,S048,1,77,0,0,217,3,6.24,1.0,0.0,175.0,86.0,130.28571428571428,7.090909090909091,1.5782614139961386,0.3102185270687608,1.5889004996825336,429.1303449288754,-212.1303449288754,1
2022-01-15,SKU0001,STORE0001,S059,1,103,0,0,262,8,6.24,1.0,0.0,159.0,95.0,129.96428571428572,6.375,1.7677669529663689,0.3073502992299263,2.1375116986225056,424.5301440227683,-162.5301440227683,1
2022-01-16,SKU0001,STORE0001,S038,1,98,0,0,143,4,6.24,1.0,0.0,78.0,99.0,130.25,5.8,2.04939015319192,0.3087086212806351,1.2481187820056434,444.39268005817314,-301.39268005817314,1
2022-01-18,SKU0001,STORE0001,S043,1,79,0,0,428,5,6.24,1.0,0.0,182.0,135.0,131.82142857142858,5.818181818181818,2.67649703224875,0.3082406769329207,3.635891442669783,562.3719002376192,-134.37190023761923,1
2022-01-19,SKU0001,STORE0001,S048,1,128,0,0,275,5,6.24,1.0,0.0,103.0,44.0,129.82142857142858,6.75,1.9128750375000736,0.3102185270687608,2.6698769914855194,401.10723603433934,-126.10723603433934,1
2022-01-21,SKU0001,STORE0001,S006,1,118,0,0,312,8,6.24,1.0,0.0,77.0,143.0,133.0,5.428571428571429,0.9759000729485332,0.3102734775273436,2.9795076991079212,261.9074550201674,50.09254497983261,0
2022-01-22,SKU0001,STORE0001,S028,1,129,0,0,351,8,6.24,1.0,0.0,103.0,101.0,132.10714285714286,7.0,2.1447610589527217,0.3083420165975531,3.1743898956986176,452.7433299213424,-101.74332992134237,1
2022-01-23,SKU0001,STORE0001,S006,1,154,0,0,250,5,6.24,1.0,0.0,98.0,152.0,133.10714285714286,5.75,1.2817398889233114,0.3102734775273436,2.187480859542479,316.93739101309563,-66.93739101309563,1
2022-01-25,SKU0001,STORE0001,S012,0,169,1,0,126,6,5.6160000000000005,0.9,0.1,79.0,148.0,131.96428571428572,6.2,1.3038404810405295,0.310784030916961,1.095642646585682,329.2233842787484,-203.22338427874843,1
2022-01-27,SKU0001,STORE0001,S052,1,117,0,0,292,6,6.24,1.0,0.0,124.0,53.0,131.25,7.6,0.8944271909999161,0.3097156951286978,2.344017880590408,304.76299887173417,-12.762998871734167,1
2022-01-28,SKU0001,STORE0001,S022,1,77,0,0,368,9,6.24,1.0,0.0,118.0,191.0,133.53571428571428,6.0,2.097617696340303,0.3087605458518112,2.97801058257332,475.280802311558,-107.28080231155803,1
2022-01-29,SKU0001,STORE0001,S003,1,154,0,0,288,3,6.24,1.0,0.0,129.0,194.0,129.46428571428572,7.125,1.3562026818605375,0.3112102997232034,2.44658115768434,346.42224327042925,-58.42224327042925,1
2022-01-31,SKU0001,STORE0001,S016,1,103,0,0,198,5,6.24,1.0,0.0,73.0,105.0,120.10714285714286,6.714285714285714,1.4960264830861911,0.3096568195019532,1.7346531382078003,311.93898041415446,-113.93898041415446,1
2022-02-01,SKU0001,STORE0001,S047,1,143,0,0,198,5,6.24,1.0,0.0,169.0,129.0,120.03571428571428,6.428571428571429,1.5118578920369088,0.3084207457711594,1.6718797308104756,323.2284793675694,-125.22847936756938,1
2022-02-02,SKU0001,STORE0001,S037,1,111,0,0,425,1,6.24,1.0,0.0,105.0,149.0,120.53571428571428,6.9,1.4491376746189435,0.3084542729455699,3.7048244909446617,306.5971833955288,118.40281660447118,0
2022-02-03,SKU0001,STORE0001,S053,0,280,1,0,218,6,5.6160000000000005,0.9,0.1,117.0,91.0,119.17857142857144,6.857142857142857,2.734262327610589,0.3087142855453137,1.886263036042951,538.4972839329898,-320.49728393298983,1
